"tweet","sentiment"
"It's a beautiful day in NYC! The sunshine, an iced mocha, and pure inspiration after wknd w/ @mention are all that's keeping me going...",3
"Sunday Night - Partly cloudy. A 10 percent chance of thunderstorms in the evening. Lows 41 to 49.  {link}",2
"Pacific Raceway Friday????: Anyone else goin? Should be fun, weather looks decent so far. Gates open at 4:30.   ... {link}",3
"Holy S, I hope I beat this storm to Max's.  #baltimore",1
"Brunch with @mention amazing weather today. I think ill run a light 15k",3
"No more Rain!!!! WE WANT SUNSHINE!!!",1
"adios crappy drivers...on the way to crappy weather (oh wait, and crappy drivers too...damn!) {link}",1
"Out here fundraising and it is hot AF!!!!",1
"Gardner WX 05/16/11 05:30 AM | 41F, 81&#x25; Humidity, Feels Like 41F | Alerts: NO CURRENT ADVISORIES | {link}",2
"RT @mention: Live tornado warning weather coverage from FOX 2 in St. Louis, MO {link}",2
"It's the middle of may and it's 54 degrees and rainy ;( yuck!!",1
"#WEATHER:  9:55 pm : 63.0F. Feels F. 29.99% Humidity. 0.0MPH North Wind.",2
"That was a pretty good storm! Definitely a good light show! :)",3
"High today: 70 degrees. Now that's what I'm talking about.",3
"#WEATHER:  10:53 pm: 57.0F. Feels 53F. 29.87% Humidity. 16.1MPH Northwest Wind.",2
"Anthem, AZ @mention:30 AM, Temp:87.1&#xB0;F, Wind:0.9 mph ESE, Baro:29.56 inches, Hum: 15, Rain:0.00 in., Hi:87.1&#xB0;F, Lo:57.0&#xB0;F@mention:58 AM",2
"8 inches of fresh snow at A-Basin in past 24 hours ... {link} {link}",2
"Partly cloudy today... with a slight chance of afternoon showers or thunderstorms. Highs from the mid 80s to around 90 inland... 80 islands.",2
"Rain doesn't usually get to me, but today's weather isn't helping my already unhappy mood. I need a pick-me-up tonight, & STAT. :\",1
"Hope you're starting your weekend off right with this beautiful weather! The only thing that could make this... {link}",3
"I hate when it's cold but humid. Sweating even though I'm freezing. Yuck.",1
"Sunny Saturday Means Plenty of Yard Sales: 8 am to 1 pm Various items, including books, children's clothing, col... {link}",2
"This weather sucks!",1
"RT @mention: i really dont like when it gets too hot out side",1
"finally...beautiful sunny day...will taste all of the Jess Jackson 2001s today..will be emotional given the recent passing of that great man",3
"At least it supposed to be bright and sunny on Saturday.",3
"RT @mention: NOAA, the federal weather people are predicting an ""above-normal"" hurricane season this year. They predict... http: ...",2
"Went to the zoo today --- I gotta re- straighten my hair - its too hot outside !",1
"Gardner WX 05/14/11 04:30 AM | 46F, 72&#x25; Humidity, Feels Like 46F | Alerts: NO CURRENT ADVISORIES | {link}",2
"RT @mention: Cold and rainy here in Boston, Wish I was in ATL with the #Krewe",1
"Sweet day of training out on the great roads, great weather and great scenery of Arkansas. Now to my lunch, nap and front porch sittin.",3
"What a chilly day this is.",2
"Too windy today",1
"Ugh its rainy in lincoln city tomorrow ...i just looked up the weather",1
"@mention Pretty good :) nice and sunny here so we are working on yard and next is garden YAY :) How are you?",3
"God. Afternoon. A very cool, rainy day here in Detroit. After days of 80's degrees weather is kinda of nice. #weather",3
"If it's this humid this early...I am not excited for the weather later!",1
"Perfect rainy Sunday - sitting in my kitchen learning how to knit a granny square while Bo chases her toys around. :)  {link}",3
"@mention just watched the news. Theres a storm in the forecast for all of north texas #dallasarea",2
"@mention Muggy would mean it's warm, more like another crappy and rainy day here.",1
"Covering the Shelbyville girls track sectional tonight. What awful weather for the track meet. Feel bad for the athletes.",1
"i hate this depressing weather.",1
"I have had a great Mother's Day. Weather was beautiful and we had a great time hanging out all day.",3
"@mention  doing good thanks :-).. Enjoying the Cali weather how's Cleveland ?",3
"This is getting ridiculous. It's going to be 10 degrees warmer in Helsinki than Portland tomorrow (today there). :-/",1
"Outside: 43.5 F, Humidity: 80%, Wind: (5) 4 mph, Press: 29.92"", Rain: 0.00",2
"Unfortunately we will not be opening on May 27 as anticipated due to current weather conditions. We hope to open soon!",2
"Been having a fantastic mothers day. Seeing all the mother figures I have. Lots of food and gorgeous weather",3
"RT @mention: #NMFire #NMwx Fire Weather Watch issued May 07 at 4:10PM MDT expiring May 10 at 9:00PM MDT by NWS Albuquerque... http:// ...",2
"@mention nyc has some dirty ass weather.",1
"Freezing my assssss off at mickey",1
"Current Conditions: Partly Cloudy, 74 FForecast: Thu - Partly Cloudy. High: 74 Low: 64 Fri - Scattered Thunderstorms. High: 80 Low: 6...",2
"Beautiful weather, off work, haircut, cold @mention Oberon in hand, and a PR from the #SwampRabbit5K. It's a good day tater!! #fitblog",3
"Dear rain, I can handle ants taking refuge from the storm in my house. However, I draw the line at slugs. Get yourself together please. Tnx",1
"#WEATHER: 8:53 am E: 78.0F. Feels F. 30.09% Humidity. 8.1MPH North Wind.",2
"Moving some stuff from the apt to our house. Hard to believe its only 84 degrees outside. Feels much warmer.",2
"Have I mentioned it is COLD outside!!!!!!!!!!!!!!!!!!!!!!!!!",1
"! RT @mention about to wrap my hair , all this humidity bouta have my shit on a bean .",1
"Outside: 62.4 F, Humidity: 74%, Wind: (66) 5 mph, Press: 29.79"", Rain: 0.00",2
"Workin at the car wash! jk just washin the sub-d in the driveway. ahhh sunshine! finally!",3
"Beautiful weather at Sovereign Bank Stadium tonight...Revs vs. Pats at 6:30!",3
"Gardner WX 05/09/11 10:30 PM | 77F, 65&#x25; Humidity, Feels Like 78F | Alerts: Alert | {link}",2
"The Severe Thunderstorm Warning has expired for Rush and Shelby counties. {link}",2
"10 miles south of Florence. Watching growing storm clouds (Broadcasting live at {link})",2
"In our nation's capital, someones got to look after Biden with Obama out of town...Gorgeous and sunny day wow!",3
"whats up twitter not really into this but its ight i guess enjoyin this weather tho its about time its gettin warm",3
"78.1F (Feels: 78.1F) - Humidity: 87% - Wind: 9.2mph NE - Gust: 13.0mph - Pressure: 1008.7mb (+0.5)  #weather {link}",2
"@mention I hope so, it was freezing on the golf course. It was cold, overcast, windy, and misty. I thought I was in Ireland.",1
"Done with work for the day. I think I shall take advantage of this lovely weather.",3
"Another cold morning! Shit! I am tired of freezing my balls off, people. Oh well, at least I get to wear my sweaters again. #chill",1
"Gardner WX 05/23/11 8:00 PM | 71F, 60&#x25; Humidity, Feels Like 76F | Alerts: NO CURRENT ADVISORIES | {link}",2
"Raining sunny raining sunny",2
"no seriously.....wtf is this weather???",1
"RT @mention: Man the weather is so nice here in MKE..",3
"gosh its perfwct bonfire weather",3
"@mention It's pretty much a Super Dooper weather day!",3
"RT @mention Guys there's gonna be a thunder storm.... #justsaying",2
"#WEATHER:  7:18 pm : 70.5F. Feels F. % Humidity. 0.0MPH North Wind.",2
"Camino residents rock! Enjoy the gorgeous weather everyone!",3
"Checked the weather to start packing for my trip! It's looking like perfect 70's for day#2 @mention !!!!",3
"@mention Race Day! Let's do this!! :) Weather forecast looks great!",3
"Monday- Wednesday look very active for #severe #weather and #tornadoes in the Southern plains... #okwx #kswx #txwx",2
"@mention and scattered thunderstorms",2
"Riding in the jeep with the top off. I love warm weather :)",3
"Tornado Watch is issued if the threat for tornadoes crosses a certain threshold. But tornadoes aren't impossible in a Severe T-Storm Watch.",2
"Goodnight world. Another early morning in the freezing cold fucking rain! #stoked #sarcasm",1
"Thursday 2:00 PM Joseph Weather Temp. 46, High 46, Low 40, Hum. 78%  Wind 9.5 mph NW, Gust 24 mph NW  Baro. 30.172 .in, Trend Steady #fb",2
"Severe thunderstorm watch until 9:30 for the area covered in orange. These storms have a history of rotation. {link}",2
"Off to get some KFC on this rainy #monktonontario day #fingerlickinggood @mention",2
"#WEATHER:  10:53 pm: 61.0F. Feels 61F. 29.98% Humidity. 5.8MPH East Wind.",2
"Between that on the weather pressure it certainly explains my headaches :( RT @mention: SUN on one side full MOON on other...",1
"We got some assy weather in milwaukee yal",1
"Indiana and it`s bipolar weather -__-",1
"In MINNESOTA ...love this spring time weather. &lt;3",3
"Getting ready for a wedding shoot today. I hope the weather simmers down so I can take some outdoor pictures!",1
"@mention Where did you find sunshine? Please share. I wore my rain jacket all day in fear of freak rain showers.",1
"Yo this weather is whack I need to move to LA #thisshitblows",1
"And this nippy ass weather in the middle of May... =/ I know it better not be like this on Saturday -___-",1
"RT @mention: The Tuscaloosa News takes time to squelch the many rumors about storm aftermath {link}",2
"The weather is PERFECT outside :)",3
". . .and the storm is here",2
"Apparently, it was a little chilly by the beach this morning",2
"What a way to enjoy a long weekend! Dock is in, boats are in, bbq is fired up, and weather is fine. {link}",3
"Really hoping the weather forecast for this weekend is a lie. Come on Blue Skies!!!",1
"Ahhhhh Sunshine! (@ Seabrook Island Club) {link}",3
"#WEATHER:  6:53 am : 57.0F. Feels 55F. 29.84% Humidity. 9.2MPH West Wind.",2
"This weather is like good sex: I never want it to end",3
"Aww rain great cuddle weather :-(",1
"Good morning tweeps. I hope you all have a fantastic day. The grey weather in the Chi won't stop me from smiling.",1
"#ncwx Conditions for Raleigh, NC at 1:50 pm EDT: Current Conditions: Partly Cloudy, 73 FForecast: Sat - Mostly Sunny. High: 75 Low: 5...",2
"We are LOVING this rainy Arizona weather....especially in May :)",3
"@mention @mention @mention haha. Next time. Perhaps by then we willhave got our KC caps. it is perfect weather for it : )",3
"Storm chaser just said that as this storm approaches Moore, OK, even though it should be a tornado, he does not see one. #LuckLuckLuck",2
"With weather like this I better get outside.",3
"What's the weather doing peakwards people? Stopped raining here in manc, considering locations",2
"Violent thunderstorms kill 7 in Oklahoma, Kansas \n    (AP)\n: AP - The death toll from the latest violent weat... {link}",2
"#WEATHER:  9:52 pm : 71.0F. Feels F. 29.81% Humidity. 5.8MPH East Wind.",2
"The weather this week is gonna SUCK!",1
"New event. Severe Thunderstorm Warning from 5/10/2011 3:55 PM to 4:30 PM EDT for Harrison Count... Read more at {link}",2
"I am loving this sunshine!",3
"Perfect weather to come party with us today @mention :)",3
"Mostly sunny weather will continue through Thursday. Temperatures will be warming up close to 70. #vt",2
"For now.......   RT @mention: 81 degrees today! Hello Summer, is that you???",3
"Rainy day here in #duvalcounty",2
"I'm so tired of the weather in New Orleans!! Man, if we have to evacuate... I'm never coming back!",1
"@mention Have fun today running over the Coronado bridge! One of my favorite races without a doubt.  Will the weather be clear?",2
"The weather causes another cancellation tonight. Hawkeye Downs is forced to cancel the second consecutive week.... {link}",2
"I have to admit, the nyc weather today was kinda whack right around 6pm... but it wasn't #rapture thats for sure",1
"loving the weather!!! going to be a good day!",3
"Fwd: Severe Thunderstorm Warning for Wilson County",2
"Stupid Ass Weather.",1
"#WEATHER:  11:53 am: 64.0F. Feels F. 30.07% Humidity. 0.0MPH North Wind.",2
"Why is the every day so f*ckin diff in michigan I am use to it but dammmm one min its sunny and the next is cold a raining wtf!!!",1
"Perfect weather for a jog, hike, or just to get out! It's too bad it will vet hot pretty soon! Last yr, hd to wait til 9PM to get out!Brutal",3
"Current Wichita Falls, TX 76309 Weather Forecast - {link}",2
"Bloody hell snow. Tomato recon is on.",1
"@mention yea its warm, it feel nice out",3
"@mention I had almost forgotten what sunshine looked like!",3
"@mention Honestly, as simple as it is, I love having the weather up there!",3
"Its sooo hot at wrk today. Imma pass out shoot.",1
"Disz FLORIDA weather isznt nothing to b playn wit #4REAL itsz hot as hell out dere....",1
"#MarineTechnologyInc Before Boating, Know Your Marine Weather Forecast {link}",2
"Maple Grove Raceway's Test N Tune/$5k Super Race/Normally Aspirated Shootout has been cancelled today due to weather.",2
"Radio traffic in Christian County reports Billings in path of storm, could hit by 7:12 p.m. #ozarks",2
"Outside: 63.5 F, Humidity: 86%, Wind: (90) 6 mph, Press: 29.78"", Rain: 0.32",2
"@mention @mention @mention @mention @mention @mention Beautiful weather in Paradise Valley AZ! {link}",3
"#WEATHER:  3:54 pm : 69.0F. Feels F. 30.02% Humidity. 8.1MPH West Wind.",2
"*sigh* RT @mention: @mention Tampa weather :(",1
"The NWS has issued a TORNADO WATCH for Tishomingo County until May 25 at 10:00PM CDT  {link}",2
"#WEATHER:  3:53 pm : 80.0F. Feels F. 29.77% Humidity. 5.8MPH Variable Wind.",2
"Weatherbug Forecast for Today:  							 								Partly cloudy. Slight chance of showers and thunderstorms until ... {link}",2
"Our Brian Travers and Jason Walerius are on their way to SW Iowa waiting for storm development. More at HTTP://iowachase.com",2
"@mention I am soooo damn cold!! why can't this be our normal May weather and in the upper 80's??? :(",1
"@mention I'm great and yourself? It's a beautiful rainy morning :)",3
